Manufacturer,Permit Number,DATE,VIN NUMBER,"VEHICLE IS CAPABLE OF OPERATING WITHOUT A DRIVER
(Yes or No)","DRIVER PRESENT
(Yes or No)","DISENGAGEMENT INITIATED BY
(AV System, Test Driver, Remote Operator, or Passenger)","DISENGAGEMENT
LOCATION
(Interstate, Freeway, Highway, Rural Road, Street, or Parking Facility)",DESCRIPTION OF FACTS CAUSING DISENGAGEMENT
"Nuro, Inc",AVT028,7/24/2020,JTDKN3DPXF3070616,No,Yes,Test Driver,Street,Object Perception: late perception of rock in planner's path
"Nuro, Inc",AVT028,8/11/2020,JTDKN3DPXE3050185,No,Yes,Test Driver,Street,Object Perception: late perception of ripped tire in planner's path
"Nuro, Inc",AVT028,9/14/2020,JTDKN3DP3C3020295,No,Yes,Test Driver,Street,Planning Logic: planner inadequately yields to vehicle turning into our lane
"Nuro, Inc",AVT028,9/22/2020,JTDKN3DP8D3037837,No,Yes,Test Driver,Street,Object Perception: late perception of trash bag in planner's path
NVIDIA,AVT020,12/6/2019,3FA6PORUOJR158969,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,12/12/2019,3FA6P0RU6HR272968,No,Yes,Test Driver,Street,Disengage due to operator discomfort
NVIDIA,AVT020,12/12/2019,3FA6P0RU6HR272968,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,12/13/2019,3FA6P0RU6HR272968,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,12/26/2019,3FA6PORUOJR158969,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,12/26/2019,3FA6PORUOJR158969,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,12/30/2019,3FA6P0RU6HR272968,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,12/30/2019,3FA6P0RU6HR272968,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,1/9/2020,3FA6P0RU7JR158970,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,1/10/2020,3FA6P0RU2HR403815,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,1/10/2020,3FA6P0RU2HR403815,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,1/10/2020,3FA6P0RU2HR403815,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,1/10/2020,3FA6P0RU2HR403815,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,1/10/2020,3FA6P0RU2HR403815,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,1/10/2020,3FA6P0RU2HR403815,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,1/15/2020,3FA6PORU8HR293837,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,1/15/2020,3FA6PORU8HR293837,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,1/15/2020,3FA6P0RU6HR272968,No,Yes,Test Driver,Street,Disengage due to operator discomfort
NVIDIA,AVT020,1/15/2020,3FA6P0RU6HR272968,No,Yes,Test Driver,Street,Disengage due to perception mismatch
NVIDIA,AVT020,1/15/2020,3FA6P0RU6HR272968,No,Yes,Test Driver,Highway,Disengage due to perception mismatch
NVIDIA,AVT020,1/15/2020,3FA6P0RU6HR272968,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,1/15/2020,3FA6P0RU6HR272968,No,Yes,Test Driver,Highway,Disengage due to perception mismatch
NVIDIA,AVT020,1/16/2020,3FA6P0RU6HR272968,No,Yes,Test Driver,Highway,Disengage due to operator discomfort
NVIDIA,AVT020,1/17/2020,3FA6PORU8HR293837,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,1/17/2020,3FA6PORU8HR293837,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,1/17/2020,3FA6PORU8HR293837,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,1/17/2020,3FA6PORU8HR293837,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,1/17/2020,3FA6PORU8HR293837,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,1/17/2020,3FA6PORU8HR293837,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,1/17/2020,3FA6PORU8HR293837,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,1/17/2020,3FA6PORU8HR293837,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,1/17/2020,3FA6PORU8HR293837,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,1/17/2020,3FA6PORU8HR293837,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,1/17/2020,3FA6P0RU9JR158968,No,Yes,Test Driver,Freeway,"Disengage due to operating outside ODD (road condition, weather, traffic)"
NVIDIA,AVT020,1/17/2020,3FA6P0RU9JR158968,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,1/17/2020,3FA6P0RU9JR158968,No,Yes,Test Driver,Freeway,Disengage due to perception mismatch
NVIDIA,AVT020,1/17/2020,3FA6P0RU9JR158968,No,Yes,Test Driver,Freeway,Disengage due to perception mismatch
NVIDIA,AVT020,1/17/2020,3FA6PORUOJR158969,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,1/17/2020,3FA6PORUOJR158969,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,1/17/2020,3FA6PORUOJR158969,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,1/17/2020,3FA6PORUOJR158969,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,1/17/2020,3FA6PORUOJR158969,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,1/17/2020,3FA6P0RU6HR272968,No,Yes,Test Driver,Street,Disengage due to operator discomfort
NVIDIA,AVT020,1/17/2020,3FA6P0RU6HR272968,No,Yes,Test Driver,Street,Disengage due to operator discomfort
NVIDIA,AVT020,1/18/2020,3FA6P0RU6HR272968,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,1/21/2020,3FA6PORU8HR293837,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,1/21/2020,3FA6PORU8HR293837,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,1/23/2020,3FA6P0RU9JR158968,No,Yes,Test Driver,Freeway,Disengage due to perception mismatch
NVIDIA,AVT020,1/23/2020,3FA6P0RU9JR158968,No,Yes,Test Driver,Freeway,Disengage due to perception mismatch
NVIDIA,AVT020,1/23/2020,3FA6P0RU9JR158968,No,Yes,Test Driver,Freeway,Disengage due to perception mismatch
NVIDIA,AVT020,1/23/2020,3FA6P0RU6HR272968,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,1/23/2020,3FA6P0RU6HR272968,No,Yes,Test Driver,Street,Disengage due to operator discomfort
NVIDIA,AVT020,1/23/2020,3FA6P0RU6HR272968,No,Yes,Test Driver,Street,Disengage due to operator discomfort
NVIDIA,AVT020,1/23/2020,3FA6P0RU6HR272968,No,Yes,Test Driver,Street,Disengage due to operator discomfort
NVIDIA,AVT020,1/23/2020,3FA6P0RU9JR158968,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,1/23/2020,3FA6P0RU9JR158968,No,Yes,Test Driver,Highway,Disengage due to operator discomfort
NVIDIA,AVT020,1/24/2020,3FA6P0RU9JR158968,No,Yes,Test Driver,Street,Disengage due to operator discomfort
NVIDIA,AVT020,1/24/2020,3FA6P0RU9JR158968,No,Yes,Test Driver,Highway,Disengage due to operator discomfort
NVIDIA,AVT020,1/24/2020,3FA6P0RU9JR158968,No,Yes,Test Driver,Highway,Disengage due to perception mismatch
NVIDIA,AVT020,1/24/2020,3FA6P0RU9JR158968,No,Yes,Test Driver,Freeway,"Disengage due to operating outside ODD (road condition, weather, traffic)"
NVIDIA,AVT020,1/24/2020,3FA6P0RU9JR158968,No,Yes,Test Driver,Freeway,"Disengage due to operating outside ODD (road condition, weather, traffic)"
NVIDIA,AVT020,1/24/2020,3FA6P0RU9JR158968,No,Yes,Test Driver,Freeway,Disengage due to perception mismatch
NVIDIA,AVT020,1/29/2020,3FA6PORU8HR293837,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,1/31/2020,3FA6P0RU6HR272968,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,2/4/2020,3FA6P0RUXHR247670,No,Yes,Test Driver,Highway,Disengage due to operator discomfort
NVIDIA,AVT020,2/4/2020,3FA6P0RUXHR247670,No,Yes,Test Driver,Highway,Disengage due to operator discomfort
NVIDIA,AVT020,2/4/2020,3FA6P0RUXHR247670,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,2/4/2020,3FA6P0RUXHR247670,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,2/4/2020,3FA6P0RUXHR247670,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,2/4/2020,3FA6P0RUXHR247670,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,2/6/2020,3FA6P0RU6HR272968,No,Yes,Test Driver,Street,Disengage due to operator discomfort
NVIDIA,AVT020,2/6/2020,3FA6P0RU6HR272968,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,2/6/2020,3FA6PORUOJR158969,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,2/6/2020,3FA6P0RU7JR158970,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,2/7/2020,3FA6P0RU6HR272968,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,2/7/2020,3FA6P0RU6HR272968,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,2/10/2020,3FA6P0RU7JR158970,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,2/11/2020,3FA6P0RU7JR158970,No,Yes,Test Driver,Street,Disengage due to perception mismatch
NVIDIA,AVT020,2/11/2020,3FA6P0RU7JR158970,No,Yes,Test Driver,Freeway,Disengage due to operator discomfort
NVIDIA,AVT020,2/11/2020,3FA6P0RU7JR158970,No,Yes,Test Driver,Freeway,Disengage due to perception mismatch
